"MBIEInstitutionName1","MBIEInstitutionName2","MBIEInstitutionClass1","MBIEInstitutionClass2","CollaborationRecord"
"Kiwi Wildlife","Te Papa Tongarewa","Business Enterprise","Private not for profit",2
"Kiwicap Research Ltd","New Zealand Stock Exchange","Business Enterprise","Business Enterprise",1
"Kiwikiwi Research and Evaluation Services","Northland District Health Board","Business Enterprise","Government",1
"Kono Horticulture Limited","Plant and Food Research","Business Enterprise","Government",1
"Kono Horticulture Limited","University of Otago","Business Enterprise","Higher Education",1
"Koru Environmental Consultants Ltd","NIWA","Business Enterprise","Government",1
"Koti Technologies","University of Canterbury","Business Enterprise","Higher Education",2
"Kumeu Observatory","Massey University","Private not for profit","Higher Education",19
"Kumeu Observatory","Molehill Astronomical Observatory","Private not for profit","Private not for profit",8
"Kumeu Observatory","Possum Observatory","Private not for profit","Private not for profit",11
"Kumeu Observatory","Stardome Observatory","Private not for profit","Private not for profit",18
"Kumeu Observatory","University of Auckland","Private not for profit","Higher Education",19
"Kumeu Observatory","University of Canterbury","Private not for profit","Higher Education",33
"Kumeu Observatory","Victoria University of Wellington","Private not for profit","Higher Education",18
"Kurahaupo Consulting","Landcare Research","Business Enterprise","Government",2
"KVB Kunlun New Zealand Limited","Massey University","Business Enterprise","Higher Education",2
"Labtests","Papatoetoe Accident and Medical Centre Ltd","Business Enterprise","Business Enterprise",1
"Labtests","Repromed","Business Enterprise","Business Enterprise",1
"Labtests","University of Auckland","Business Enterprise","Higher Education",10
"Labtests","University of Otago","Business Enterprise","Higher Education",3
"Labtests","Waikato District Health Board","Business Enterprise","Government",1
"Lake Hawea Institute of Cryodynamics","University of Canterbury","Higher Education","Higher Education",1
"Lake Hawea Institute of Cryodynamics","Victoria University of Wellington","Higher Education","Higher Education",1
"Lakes District Health Board","Te Roopu A Iwi O Te Arawa Charitable Trust","Government","Private not for profit",1
"Lakes District Health Board","University of Auckland","Government","Higher Education",7
"Lakes District Health Board","University of Otago","Government","Higher Education",1
"Lakes District Health Board","Waikato District Health Board","Government","Government",2
"Land Information New Zealand","University of Canterbury","Government","Higher Education",1
"Land Information New Zealand","University of Otago","Government","Higher Education",3
"Landcare Research","Learning for Sustainability","Government","Private not for profit",11
"Landcare Research","Lincoln University","Government","Higher Education",97
"Landcare Research","Magnolia Press","Government","Business Enterprise",1
"Landcare Research","Massey University","Government","Higher Education",98
"Landcare Research","Maungatautari Ecological Island Trust","Government","Private not for profit",1
"Landcare Research","Ministry for Primary Industries","Government","Government",24
"Landcare Research","Ministry for the Environment","Government","Government",1
"Landcare Research","Motu Economic and Public Policy Research","Government","Business Enterprise",1
"Landcare Research","Natural Resource Assessors","Government","Business Enterprise",1
"Landcare Research","Nelson Marlborough Regional Council","Government","Government",3
"Landcare Research","New Zealand Agricultural Greenhouse Gas Research Centre","Government","Private not for profit",1
"Landcare Research","New Zealand Centre for Conservation Medicine (NZCCM)","Government","Private not for profit",2
"Landcare Research","New Zealand Forest Surveys","Government","Business Enterprise",2
"Landcare Research","New Zealand Research Centre for Urban Ecology","Government","Private not for profit",2
"Landcare Research","NIWA","Government","Government",42
"Landcare Research","Northcott Research Consultants Ltd.","Government","Business Enterprise",3
"Landcare Research","Northland Regional Council","Government","Government",1
"Landcare Research","Office of the Parliamentary Commissioner for the Environment","Government","Government",1
"Landcare Research","Open Polytechnic of New Zealand","Government","Higher Education",1
"Landcare Research","Ornithological Society of New Zealand","Government","Private not for profit",1
"Landcare Research","OSPRI","Government","Private not for profit",4
"Landcare Research","OSPRI New Zealand Ltd","Government","Business Enterprise",2
"Landcare Research","Otago Museum","Government","Private not for profit",2
"Landcare Research","Pansophy Ltd","Government","Business Enterprise",7
"Landcare Research","Plant and Food Research","Government","Government",47
"Landcare Research","Precision Irrigation Lindsay International (ANZ) Pty Ltd.","Government","Business Enterprise",1
"Landcare Research","Proteus Wildlife Research Consultants","Government","Business Enterprise",8
"Landcare Research","Ravensdown Fertiliser Coopererative","Government","Business Enterprise",1
"Landcare Research","Sanders Consulting Ltd.","Government","Business Enterprise",1
"Landcare Research","Saville Statistical Consulting Ltd","Government","Business Enterprise",2
"Landcare Research","Scion","Government","Government",26
"Landcare Research","Selwyn Rakaia Vet Services","Government","Business Enterprise",1
"Landcare Research","Seradigm Limited","Government","Business Enterprise",1
"Landcare Research","St Margaret's College","Government","Private not for profit",2
"Landcare Research","Statistics New Zealand","Government","Government",2
"Landcare Research","StratEDGY","Government","Business Enterprise",1
"Landcare Research","Tasman District Council","Government","Government",12
"Landcare Research","Te Papa Tongarewa","Government","Private not for profit",10
"Landcare Research","The Forensic Group Limited","Government","Business Enterprise",1
"Landcare Research","Tiakina Te Taiao Ltd","Government","Business Enterprise",1
"Landcare Research","Tonkin and Taylor Ltd.","Government","Business Enterprise",1
"Landcare Research","Tu-hoe Tuawhenua Trust","Government","Private not for profit",1
"Landcare Research","Unitec","Government","Higher Education",4
"Landcare Research","University of Auckland","Government","Higher Education",160
"Landcare Research","University of Canterbury","Government","Higher Education",72
"Landcare Research","University of Otago","Government","Higher Education",115
"Landcare Research","University of Waikato","Government","Higher Education",91
"Landcare Research","Upland Research","Government","Business Enterprise",1
"Landcare Research","Urtica Inc. Ecological Monitoring and Consultancy","Government","Private not for profit",1
"Landcare Research","Victoria University of Wellington","Government","Higher Education",26
"Landcare Research","Waikato Regional Council","Government","Government",9
"Landcare Research","Whangarei Heads Landcare Forum","Government","Private not for profit",1
"Landcare Research","Wildland Consultants Ltd.","Government","Business Enterprise",3
"Landcare Research","Wintec","Government","Higher Education",1
"Landcorp Farming Limited","Massey University","Business Enterprise","Higher Education",1
"Landcorp Farming Limited","University of Auckland","Business Enterprise","Higher Education",1
"Langimalie Clinic","New Zealand Blood Service","Business Enterprise","Government",1
"LanzaTech NZ Ltd.","Scion","Business Enterprise","Government",1
"LanzaTech NZ Ltd.","University of Otago","Business Enterprise","Higher Education",1
"Lassey Research and Education Ltd","NIWA","Business Enterprise","Government",1
"Lateral Technology","University of Auckland","Business Enterprise","Higher Education",1
"Laura Fergusson Trust","University of Otago","Private not for profit","Higher Education",1
"Law Commission","Victoria University of Wellington","Government","Higher Education",1
"LeaderBrand Produce Ltd.","Plant and Food Research","Business Enterprise","Government",1
"Learning for Sustainability","Lincoln University","Private not for profit","Higher Education",1
"Learning for Sustainability","Nelson Marlborough Regional Council","Private not for profit","Government",1
"Learning for Sustainability","NIWA","Private not for profit","Government",1
"Learning for Sustainability","Northland Regional Council","Private not for profit","Government",1
"Learning for Sustainability","Pansophy Ltd","Private not for profit","Business Enterprise",1
"Learning for Sustainability","Tasman District Council","Private not for profit","Government",2
"Learning for Sustainability","University of Auckland","Private not for profit","Higher Education",2
"Learning for Sustainability","University of Otago","Private not for profit","Higher Education",1
"Leather & Shoe Research Association of New Zealand","Massey University","Business Enterprise","Higher Education",15
